,iso_code,region_group,income_group,country,survey,year,category,sex,location,wealth,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_m,edu0_prim_no,trans_prim_m,trans_prim_no,trans_lowsec_m,trans_lowsec_no,comp_higher_2yrs_2529_m,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_m,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_m,comp_higher_4yrs_3034_no,attend_higher_1822_m,attend_higher_1822_no,overage2plus_m,overage2plus_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,rlevel1_m,rlevel1_no,slevel1_m,slevel1_no,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_m,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_m,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_m,slevel4_no
62465,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Sex & Wealth,Female,Urban,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379999995,140.0,,,,,0.122599997,41.0,,,,,,,,
62466,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Sex & Wealth,Female,Urban,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573400021,209.0,,,,,0.287200004,106.0,,,,,,,,
62467,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Sex & Wealth,Male,Urban,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180099994,48.0,,,,,,,,,,,,,,
62468,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Sex & Wealth,Male,Urban,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180700004,55.0,,,,,,,,,,,,,,
62469,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Sex & Wealth,Male,Urban,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234200001,72.0,,,,,,,,,,,,,,
62470,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Sex & Wealth,Male,Urban,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291700006,85.0,,,,,0.101000004,30.0,,,,,,,,
62471,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Sex & Wealth,Male,Urban,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521099985,176.0,,,,,0.244800001,82.0,,,,,,,,
62930,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Female,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.210099995,64.0,,,,,,,,,,,,,,
62931,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Female,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2192,74.0,,,,,,,,,,,,,,
62932,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Female,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311199993,96.0,,,,,0.1065,34.0,,,,,,,,
62933,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Female,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375699997,132.0,,,,,0.125400007,37.0,,,,,,,,
62934,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Female,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573599994,205.0,,,,,0.287200004,102.0,,,,,,,,
62935,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Male,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160799995,54.0,,,,,,,,,,,,,,
62936,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Male,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160500005,54.0,,,,,,,,,,,,,,
62937,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Male,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226199999,72.0,,,,,,,,,,,,,,
62938,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Male,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306199998,89.0,,,,,0.108599998,31.0,,,,,,,,
62939,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Sex & Speaks Language At Home & Wealth,Male,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521099985,177.0,,,,,0.246399999,84.0,,,,,,,,
63282,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Speaks Language At Home & Wealth,,Urban,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221300006,100.0,,,,,,,,,,,,,,
63283,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Speaks Language At Home & Wealth,,Urban,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209099993,117.0,,,,,,,,,,,,,,
63284,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Speaks Language At Home & Wealth,,Urban,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2861,160.0,,,,,0.0911,51.0,,,,,,,,
63285,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Speaks Language At Home & Wealth,,Urban,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356099993,211.0,,,,,0.121600002,65.0,,,,,,,,
63286,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,PIRLS,2011,Location & Speaks Language At Home & Wealth,,Urban,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.553300023,374.0,,,,,0.273099989,183.0,,,,,0.0515,34.0,,
63414,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260100007,2043.0,,,0.157900006,1288.0,0.096000001,713.0,,,0.061799999,477.0,0.022600001,148.0,,,0.0131,83.0,,,,,,
63463,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267699987,1019.0,,,0.160600007,631.0,0.095899999,336.0,,,0.0612,217.0,0.022299999,67.0,,,0.0142,37.0,,,,,,
63464,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253199995,1024.0,,,0.155399993,657.0,0.096100003,377.0,,,0.0623,260.0,0.0229,81.0,,,0.0121,46.0,,,,,,
63521,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261799991,1830.0,,,0.155599996,1143.0,0.093199998,628.0,,,0.059700001,418.0,0.0222,125.0,,,0.013,75.0,,,,,,
63522,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244499996,88.0,,,0.135900006,47.0,0.100299999,39.0,,,,,,,,,,,,,,,,
63575,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282599986,1235.0,,,0.165099993,782.0,0.098899998,434.0,,,0.0592,267.0,0.0166,73.0,,,0.0114,41.0,,,,,,
63576,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248500004,628.0,,,0.154599994,392.0,0.093900003,210.0,,,0.065499999,162.0,0.031599998,65.0,,,0.0155,36.0,,,,,,
63687,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Wealth,,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291999996,195.0,,,0.180299997,121.0,0.148900002,87.0,,,0.090999998,59.0,0.059599999,34.0,,,,,,,,,,
63688,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Wealth,,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.240799993,163.0,,,0.127800003,95.0,0.075999998,41.0,,,0.056699999,39.0,,,,,,,,,,,,
63689,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Wealth,,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251800001,179.0,,,0.145400003,112.0,0.068899997,55.0,,,0.055399999,36.0,,,,,,,,,,,,
63690,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Wealth,,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347299993,235.0,,,0.203299999,131.0,0.105599999,70.0,,,0.067299999,44.0,,,,,,,,,,,,
63691,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Wealth,,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.577799976,396.0,,,0.397700012,289.0,0.256799996,187.0,,,0.156599998,116.0,0.045000002,31.0,,,,,,,,,,
63814,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex,Female,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268700004,922.0,,,0.1567,563.0,0.093099996,297.0,,,0.058899999,197.0,0.0211,56.0,,,0.0138,33.0,,,,,,
63815,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex,Female,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271499991,37.0,,,,,,,,,,,,,,,,,,,,,,
63816,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex,Male,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255400002,908.0,,,0.154699996,580.0,0.093199998,331.0,,,0.0605,221.0,0.0233,69.0,,,0.0123,42.0,,,,,,
63817,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex,Male,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223900005,51.0,,,,,,,,,,,,,,,,,,,,,,
63909,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Speaks Language At Home,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287900001,635.0,,,0.162499994,385.0,0.095700003,201.0,,,0.056499999,127.0,0.0149,30.0,,,,,,,,,,
63910,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Speaks Language At Home,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261200011,308.0,,,0.165199995,196.0,0.0964,100.0,,,0.068499997,66.0,0.033300001,33.0,,,,,,,,,,
63911,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Speaks Language At Home,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27700001,600.0,,,0.167799994,397.0,0.102300003,233.0,,,0.062100001,140.0,0.018300001,43.0,,,,,,,,,,
63912,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Speaks Language At Home,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238299996,320.0,,,0.1461,196.0,0.091899998,110.0,,,0.063000001,96.0,0.030300001,32.0,,,,,,,,,,
64131,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Female,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.288800001,102.0,,,0.201199993,62.0,0.161899999,47.0,,,,,,,,,,,,,,,,
64132,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Female,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237499997,75.0,,,0.126000002,41.0,,,,,,,,,,,,,,,,,,
64133,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Female,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266099989,96.0,,,0.138400003,62.0,,,,,,,,,,,,,,,,,,
64134,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Female,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323000014,120.0,,,0.179499999,63.0,0.088200003,33.0,,,,,,,,,,,,,,,,
64135,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Female,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.570900023,196.0,,,0.385100007,139.0,0.25,92.0,,,0.156299993,56.0,,,,,,,,,,,,
64136,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Male,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294999987,93.0,,,0.160400003,59.0,0.136600003,40.0,,,0.079499997,32.0,,,,,,,,,,,,
64137,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Male,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243499994,88.0,,,0.129299998,54.0,,,,,,,,,,,,,,,,,,
64138,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Male,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237900004,83.0,,,0.152199998,50.0,,,,,,,,,,,,,,,,,,
64139,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Male,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371499985,115.0,,,0.226799995,68.0,0.122699998,37.0,,,,,,,,,,,,,,,,
64140,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Sex & Wealth,Male,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.585399985,200.0,,,0.41139999,150.0,0.264099985,95.0,,,0.156800002,60.0,,,,,,,,,,,,
64306,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Speaks Language At Home,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297199994,1173.0,,,0.172600001,735.0,0.102899998,412.0,,,0.061500002,251.0,0.016899999,66.0,,,0.0113,38.0,,,,,,
64307,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Speaks Language At Home,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242799997,517.0,,,0.150800005,323.0,0.092900001,172.0,,,0.066100001,135.0,0.035100002,55.0,,,0.018200001,33.0,,,,,,
64308,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Speaks Language At Home,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247600004,59.0,,,0.139400005,31.0,,,,,,,,,,,,,,,,,,
64466,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Wealth,,Urban,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.290100008,141.0,,,0.176899999,92.0,0.145999998,62.0,,,0.098999999,47.0,,,,,,,,,,,,
64467,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Wealth,,Urban,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238000005,137.0,,,0.118799999,76.0,,,,,,,,,,,,,,,,,,
64468,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Wealth,,Urban,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249799997,161.0,,,0.142900005,99.0,0.065499999,47.0,,,0.0506,30.0,,,,,,,,,,,,
64469,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Wealth,,Urban,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354499996,222.0,,,0.204799995,121.0,0.107199997,65.0,,,0.068499997,39.0,,,,,,,,,,,,
64470,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Wealth,,Urban,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.588,390.0,,,0.40079999,284.0,0.263900012,185.0,,,0.159999996,114.0,0.046399999,30.0,,,,,,,,,,
64471,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Wealth,,Rural,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321099997,35.0,,,,,,,,,,,,,,,,,,,,,,
64662,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260100007,59.0,,,0.159299999,37.0,,,,,,,,,,,,,,,,,,
64663,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229499996,91.0,,,0.109099999,48.0,,,,,,,,,,,,,,,,,,
64664,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292600006,107.0,,,0.164499998,69.0,0.0836,32.0,,,,,,,,,,,,,,,,
64665,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354600012,173.0,,,0.196600005,94.0,0.105700001,51.0,,,,,,,,,,,,,,,,
64666,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618600011,317.0,,,0.421499997,229.0,0.28549999,156.0,,,0.1752,97.0,,,,,,,,,,,,
64667,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.324499995,124.0,,,0.205300003,78.0,0.181099996,62.0,,,0.113499999,44.0,,,,,,,,,,,,
64668,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.270599991,61.0,,,0.163399994,43.0,,,,,,,,,,,,,,,,,,
64669,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25940001,57.0,,,0.160999998,35.0,,,,,,,,,,,,,,,,,,
64670,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345600009,42.0,,,,,,,,,,,,,,,,,,,,,,
64671,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Speaks Language At Home & Wealth,,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436699986,69.0,,,0.304800004,52.0,,,,,,,,,,,,,,,,,,
64824,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Speaks Language At Home,Female,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304199994,608.0,,,0.170900002,363.0,0.103100002,193.0,,,0.059,123.0,,,,,,,,,,,,
64825,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Speaks Language At Home,Female,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247700006,257.0,,,0.150999993,163.0,0.088600002,83.0,,,0.064000003,57.0,,,,,,,,,,,,
64826,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Speaks Language At Home,Male,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289900005,565.0,,,0.1743,372.0,0.102700002,219.0,,,0.064199999,128.0,0.017899999,38.0,,,,,,,,,,
64827,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Speaks Language At Home,Male,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238900006,260.0,,,0.150700003,160.0,0.096500002,89.0,,,0.068000004,78.0,,,,,,,,,,,,
64828,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Speaks Language At Home,Male,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205500007,32.0,,,,,,,,,,,,,,,,,,,,,,
65092,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Female,Urban,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273900002,77.0,,,0.192000002,50.0,0.148599997,34.0,,,,,,,,,,,,,,,,
65093,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Female,Urban,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246800005,67.0,,,0.124200001,35.0,,,,,,,,,,,,,,,,,,
65094,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Female,Urban,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264899999,87.0,,,0.137500003,53.0,,,,,,,,,,,,,,,,,,
65095,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Female,Urban,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334300011,113.0,,,0.1796,57.0,0.0898,30.0,,,,,,,,,,,,,,,,
65096,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Female,Urban,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587400019,194.0,,,0.388700008,136.0,0.261700004,91.0,,,0.161599994,56.0,,,,,,,,,,,,
65097,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Male,Urban,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307000011,64.0,,,0.160999998,42.0,,,,,,,,,,,,,,,,,,
65098,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Male,Urban,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230199993,70.0,,,0.114200003,41.0,,,,,,,,,,,,,,,,,,
65099,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Male,Urban,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235599995,74.0,,,0.1479,46.0,,,,,,,,,,,,,,,,,,
65100,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Male,Urban,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374500006,109.0,,,0.229200006,64.0,0.123999998,35.0,,,,,,,,,,,,,,,,
65101,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,TIMSS,2011,Location & Sex & Wealth,Male,Urban,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.588699996,196.0,,,0.413500011,148.0,0.266299993,94.0,,,0.158199996,58.0,,,,,,,,,,,,
